Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-04-28,Sex_Female,70171931,49461239,45.6,32.1,153892887
2021-04-27,Sex_Female,69741961,48858609,45.3,31.7,153892887
2021-04-26,Sex_Female,69395473,48464584,45.1,31.5,153892887
2021-04-25,Sex_Female,68937403,47926258,44.8,31.1,153892887
2021-04-24,Sex_Female,68329637,47122864,44.4,30.6,153892887
2021-04-23,Sex_Female,67675480,46226634,44,30,153892887
2021-04-22,Sex_Female,67030018,45337103,43.6,29.5,153892887
2021-04-21,Sex_Female,66420310,44574723,43.2,29,153892887
2021-04-20,Sex_Female,65885468,43934532,42.8,28.5,153892887
2021-04-19,Sex_Female,65446593,43523901,42.5,28.3,153892887
2021-04-18,Sex_Female,64973223,43006312,42.2,27.9,153892887
2021-04-17,Sex_Female,64142537,42099628,41.7,27.4,153892887
2021-04-16,Sex_Female,63312626,41190549,41.1,26.8,153892887
2021-04-15,Sex_Female,62365902,40262468,40.5,26.2,153892887
2021-04-14,Sex_Female,61497562,39406925,40,25.6,153892887
2021-04-13,Sex_Female,60649313,38680410,39.4,25.1,153892887
2021-04-12,Sex_Female,59990060,38087253,39,24.7,153892887
2021-04-11,Sex_Female,59261617,37397662,38.5,24.3,153892887
2021-04-10,Sex_Female,58299942,36462569,37.9,23.7,153892887
2021-04-09,Sex_Female,57200169,35431075,37.2,23,153892887
2021-04-08,Sex_Female,56126690,34497252,36.5,22.4,153892887
2021-04-07,Sex_Female,55189098,33650069,35.9,21.9,153892887
2021-04-06,Sex_Female,54421351,32961839,35.4,21.4,153892887
2021-04-05,Sex_Female,52569078,31380207,34.2,20.4,153892887
2021-04-04,Sex_Female,52566235,31376749,34.2,20.4,153892887
2021-04-03,Sex_Female,52556698,31362429,34.2,20.4,153892887
2021-04-02,Sex_Female,51481877,30470306,33.5,19.8,153892887
2021-04-01,Sex_Female,50381065,29608898,32.7,19.2,153892887
2021-03-31,Sex_Female,49468576,28911838,32.1,18.8,153892887
2021-03-30,Sex_Female,48750196,28339757,31.7,18.4,153892887
2021-03-29,Sex_Female,48287057,27948854,31.4,18.2,153892887
2021-03-28,Sex_Female,47641155,27424048,31,17.8,153892887
2021-03-27,Sex_Female,46730273,26681211,30.4,17.3,153892887
2021-03-26,Sex_Female,45719898,25970435,29.7,16.9,153892887
2021-03-25,Sex_Female,44680087,25346038,29,16.5,153892887
2021-03-24,Sex_Female,43813204,24848752,28.5,16.1,153892887
2021-03-23,Sex_Female,43007326,24406731,27.9,15.9,153892887
2021-03-22,Sex_Female,42437827,24076559,27.6,15.6,153892887
2021-03-21,Sex_Female,41772305,23675432,27.1,15.4,153892887
2021-03-20,Sex_Female,40778969,23099092,26.5,15,153892887
2021-03-19,Sex_Female,39747456,22515185,25.8,14.6,153892887
2021-03-18,Sex_Female,38927849,22019923,25.3,14.3,153892887
2021-03-17,Sex_Female,38063969,21500881,24.7,14,153892887
2021-03-16,Sex_Female,37327757,20989683,24.3,13.6,153892887
2021-03-15,Sex_Female,36794446,20611446,23.9,13.4,153892887
2021-03-14,Sex_Female,36153197,20178103,23.5,13.1,153892887
2021-03-13,Sex_Female,35270961,19603641,22.9,12.7,153892887
2021-03-12,Sex_Female,34050486,18866978,22.1,12.3,153892887
2021-03-11,Sex_Female,33158573,18239019,21.5,11.9,153892887
2021-03-10,Sex_Female,32370565,17727155,21,11.5,153892887
2021-03-09,Sex_Female,31731369,17331894,20.6,11.3,153892887
2021-03-08,Sex_Female,31238146,17036427,20.3,11.1,153892887
2021-03-07,Sex_Female,30672285,16658841,19.9,10.8,153892887
2021-03-06,Sex_Female,29889537,16134751,19.4,10.5,153892887
2021-03-05,Sex_Female,28996841,15561735,18.8,10.1,153892887
2021-03-04,Sex_Female,28261386,15090331,18.4,9.8,153892887
2021-03-03,Sex_Female,27682324,14675843,18,9.5,153892887
2021-03-02,Sex_Female,27145417,14297567,17.6,9.3,153892887
2021-03-01,Sex_Female,26673238,14014260,17.3,9.1,153892887
2021-02-28,Sex_Female,26148366,13608794,17,8.8,153892887
2021-02-27,Sex_Female,25462236,13044223,16.5,8.5,153892887
2021-02-26,Sex_Female,24828305,12479898,16.1,8.1,153892887
2021-02-25,Sex_Female,24258082,11928372,15.8,7.8,153892887
2021-02-24,Sex_Female,23815171,11473365,15.5,7.5,153892887
2021-02-23,Sex_Female,23454634,11112489,15.2,7.2,153892887
2021-02-22,Sex_Female,23254601,10899252,15.1,7.1,153892887
2021-02-21,Sex_Female,22985530,10578321,14.9,6.9,153892887
2021-02-20,Sex_Female,22551321,10044801,14.7,6.5,153892887
2021-02-19,Sex_Female,22119415,9575956,14.4,6.2,153892887
2021-02-18,Sex_Female,21605416,9093102,14,5.9,153892887
2021-02-17,Sex_Female,21213187,8723159,13.8,5.7,153892887
2021-02-16,Sex_Female,20901804,8483570,13.6,5.5,153892887
2021-02-15,Sex_Female,20612444,8265554,13.4,5.4,153892887
2021-02-14,Sex_Female,20187775,7954776,13.1,5.2,153892887
2021-02-13,Sex_Female,19553656,7407864,12.7,4.8,153892887
2021-02-12,Sex_Female,18922969,6863686,12.3,4.5,153892887
2021-02-11,Sex_Female,18373477,6384670,11.9,4.1,153892887
2021-02-10,Sex_Female,17926995,6013395,11.6,3.9,153892887
2021-02-09,Sex_Female,17474247,5667574,11.4,3.7,153892887
2021-02-08,Sex_Female,17171113,5479330,11.2,3.6,153892887
2021-02-07,Sex_Female,16777132,5260975,10.9,3.4,153892887
2021-02-06,Sex_Female,16170674,4814961,10.5,3.1,153892887
2021-02-05,Sex_Female,15489375,4359989,10.1,2.8,153892887
2021-02-04,Sex_Female,14999517,4051523,9.7,2.6,153892887
2021-02-03,Sex_Female,14541515,3752835,9.4,2.4,153892887
2021-02-02,Sex_Female,14210056,3575308,9.2,2.3,153892887
2021-02-01,Sex_Female,13973080,3485223,9.1,2.3,153892887
2021-01-31,Sex_Female,13538690,3321548,8.8,2.2,153892887
2021-01-30,Sex_Female,12921852,3077163,8.4,2,153892887
2021-01-29,Sex_Female,12297608,2796190,8,1.8,153892887
2021-01-28,Sex_Female,11693876,2487784,7.6,1.6,153892887
2021-01-27,Sex_Female,11180326,2233370,7.3,1.5,153892887
2021-01-26,Sex_Female,10769370,2051645,7,1.3,153892887
2021-01-25,Sex_Female,10436387,1984250,6.8,1.3,153892887
2021-01-24,Sex_Female,10009340,1897275,6.5,1.2,153892887
2021-01-23,Sex_Female,9359424,1770310,6.1,1.2,153892887
2021-01-22,Sex_Female,8747706,1613952,5.7,1,153892887
2021-01-20,Sex_Female,7759546,1270903,5,0.8,153892887
2021-01-19,Sex_Female,7414706,1184448,4.8,0.8,153892887
2021-01-18,Sex_Female,7197624,1150339,4.7,0.7,153892887
2021-01-17,Sex_Female,6862046,1108343,4.5,0.7,153892887
2021-01-16,Sex_Female,6357033,1034980,4.1,0.7,153892887
2021-01-15,Sex_Female,5815601,929906,3.8,0.6,153892887
2021-01-14,Sex_Female,5369722,780088,3.5,0.5,153892887
2021-01-13,Sex_Female,5018048,622859,3.3,0.4,153892887
2021-01-12,Sex_Female,4683916,478367,3,0.3,153892887
2021-01-11,Sex_Female,4502153,428295,2.9,0.3,153892887
2021-01-10,Sex_Female,4274831,355188,2.8,0.2,153892887
2021-01-09,Sex_Female,3877219,209128,2.5,0.1,153892887
2021-01-08,Sex_Female,3512097,105910,2.3,0.1,153892887
2021-01-07,Sex_Female,3134797,48110,2,0,153892887
2021-01-06,Sex_Female,2820646,18035,1.8,0,153892887
2021-01-05,Sex_Female,2582235,8161,1.7,0,153892887
2021-01-04,Sex_Female,2495252,7542,1.6,0,153892887
2021-01-03,Sex_Female,2379291,7156,1.5,0,153892887
2021-01-02,Sex_Female,2280126,6861,1.5,0,153892887
2021-01-01,Sex_Female,2063855,6243,1.3,0,153892887
2020-12-31,Sex_Female,1739245,5226,1.1,0,153892887
2020-12-30,Sex_Female,1478321,4217,1,0,153892887
2020-12-29,Sex_Female,1258091,2920,0.8,0,153892887
2020-12-28,Sex_Female,1190577,2584,0.8,0,153892887
2020-12-27,Sex_Female,1134362,2465,0.7,0,153892887
2020-12-26,Sex_Female,1089427,2337,0.7,0,153892887
2020-12-25,Sex_Female,979478,2022,0.6,0,153892887
2020-12-24,Sex_Female,740889,1539,0.5,0,153892887
2020-12-23,Sex_Female,536091,1084,0.3,0,153892887
2020-12-22,Sex_Female,394383,861,0.3,0,153892887
2020-12-21,Sex_Female,324601,659,0.2,0,153892887
2020-12-20,Sex_Female,244407,426,0.2,0,153892887
2020-12-19,Sex_Female,114542,223,0.1,0,153892887
2020-12-18,Sex_Female,39576,51,0,0,153892887
2020-12-17,Sex_Female,8365,8,0,0,153892887
2021-05-17,Race_eth_unknown,57467277,40264018,0,0,0
2021-05-16,Race_eth_unknown,57308273,40099615,0,0,0
2021-05-15,Race_eth_unknown,57105367,39867812,0,0,0
2021-05-14,Race_eth_unknown,56858538,39554849,0,0,0
2021-05-13,Race_eth_unknown,56689150,39280511,0,0,0
2021-05-12,Race_eth_unknown,56507697,38986586,0,0,0
2021-05-11,Race_eth_unknown,56372121,38767476,0,0,0
2021-05-10,Race_eth_unknown,56234671,38596467,0,0,0
2021-05-09,Race_eth_unknown,56046112,38340012,0,0,0
2021-05-08,Race_eth_unknown,55828310,38000735,0,0,0
2021-05-07,Race_eth_unknown,55576890,37606698,0,0,0
2021-05-06,Race_eth_unknown,55242287,37036275,0,0,0
2021-05-05,Race_eth_unknown,54927703,36518109,0,0,0
2021-05-04,Race_eth_unknown,54702868,36168762,0,0,0
2021-05-03,Race_eth_unknown,54564500,35987843,0,0,0
2021-05-02,Race_eth_unknown,54373788,35722240,0,0,0
2021-05-01,Race_eth_unknown,54050996,35248320,0,0,0
2021-04-30,Race_eth_unknown,53490923,34523919,0,0,0
2021-04-29,Race_eth_unknown,53108458,34046006,0,0,0
2021-04-28,Race_eth_unknown,52718543,33565672,0,0,0
2021-04-27,Race_eth_unknown,52375017,33169249,0,0,0
2021-04-26,Race_eth_unknown,52095901,32920658,0,0,0
2021-04-25,Race_eth_unknown,51698026,32536543,0,0,0
2021-04-24,Race_eth_unknown,51148417,31942292,0,0,0
2021-04-23,Race_eth_unknown,50580237,31278952,0,0,0
2021-04-22,Race_eth_unknown,50066017,30685898,0,0,0
2021-04-21,Race_eth_unknown,49589674,30187688,0,0,0
2021-04-20,Race_eth_unknown,49144534,29751049,0,0,0
2021-04-19,Race_eth_unknown,48759092,29434814,0,0,0
2021-04-18,Race_eth_unknown,48363141,29096450,0,0,0
2021-04-17,Race_eth_unknown,47662289,28486121,0,0,0
2021-04-16,Race_eth_unknown,46973504,27857913,0,0,0
2021-04-15,Race_eth_unknown,46080390,27145469,0,0,0
2021-04-14,Race_eth_unknown,45376304,26536430,0,0,0
2021-04-13,Race_eth_unknown,44649129,26070541,0,0,0
2021-04-12,Race_eth_unknown,44224832,25713813,0,0,0
2021-04-11,Race_eth_unknown,43710557,25297350,0,0,0
2021-04-10,Race_eth_unknown,42910746,24605602,0,0,0
2021-04-09,Race_eth_unknown,42005635,23872617,0,0,0
2021-04-08,Race_eth_unknown,41150733,23198546,0,0,0
2021-04-07,Race_eth_unknown,40465068,22646151,0,0,0
2021-04-06,Race_eth_unknown,39881815,22195951,0,0,0
2021-04-05,Race_eth_unknown,38424870,21127311,0,0,0
2021-04-04,Race_eth_unknown,38422823,21125025,0,0,0
2021-04-03,Race_eth_unknown,38417180,21118186,0,0,0
2021-04-02,Race_eth_unknown,37606577,20531604,0,0,0
2021-04-01,Race_eth_unknown,36830782,20026173,0,0,0
2021-03-31,Race_eth_unknown,36158163,19586407,0,0,0
2021-03-30,Race_eth_unknown,35631906,19228676,0,0,0
2021-03-29,Race_eth_unknown,35255225,18967808,0,0,0
2021-03-28,Race_eth_unknown,34773643,18636260,0,0,0
2021-03-27,Race_eth_unknown,34039169,18163538,0,0,0
2021-03-26,Race_eth_unknown,33274264,17715083,0,0,0
2021-03-25,Race_eth_unknown,32436950,17279177,0,0,0
2021-03-24,Race_eth_unknown,31740616,16949090,0,0,0
2021-03-23,Race_eth_unknown,31108298,16630421,0,0,0
2021-03-22,Race_eth_unknown,30600307,16372294,0,0,0
2021-03-21,Race_eth_unknown,30070766,16090264,0,0,0
2021-03-20,Race_eth_unknown,29303924,15662936,0,0,0
2021-03-19,Race_eth_unknown,28482002,15244867,0,0,0
2021-03-18,Race_eth_unknown,27862806,14890262,0,0,0
2021-03-17,Race_eth_unknown,27191998,14504567,0,0,0
2021-03-16,Race_eth_unknown,26562546,14100480,0,0,0
2021-03-15,Race_eth_unknown,26053837,13752494,0,0,0
2021-03-14,Race_eth_unknown,25515323,13400372,0,0,0
2021-03-13,Race_eth_unknown,24871721,13000652,0,0,0
2021-03-12,Race_eth_unknown,24166698,12591272,0,0,0
2021-03-11,Race_eth_unknown,23552065,12150047,0,0,0
2021-03-10,Race_eth_unknown,23007213,11794891,0,0,0
2021-03-09,Race_eth_unknown,22570049,11560390,0,0,0
2021-03-08,Race_eth_unknown,22167562,11326120,0,0,0
2021-03-07,Race_eth_unknown,21760532,11072865,0,0,0
2021-03-06,Race_eth_unknown,21165591,10724749,0,0,0
2021-03-05,Race_eth_unknown,20489562,10333393,0,0,0
2021-03-04,Race_eth_unknown,19915405,10015074,0,0,0
2021-03-03,Race_eth_unknown,19527504,9768741,0,0,0
2021-03-02,Race_eth_unknown,19134214,9514473,0,0,0
2021-03-01,Race_eth_unknown,18657400,9259473,0,0,0
2021-02-28,Race_eth_unknown,18257395,8956218,0,0,0
2021-02-27,Race_eth_unknown,17763066,8604478,0,0,0
2021-02-26,Race_eth_unknown,17281471,8210915,0,0,0
2021-02-25,Race_eth_unknown,16868503,7826988,0,0,0
2021-02-24,Race_eth_unknown,16565482,7510507,0,0,0
2021-02-23,Race_eth_unknown,16321940,7271505,0,0,0
2021-02-22,Race_eth_unknown,16157275,7101270,0,0,0
2021-02-21,Race_eth_unknown,15957226,6885190,0,0,0
2021-02-20,Race_eth_unknown,15605780,6518649,0,0,0
2021-02-19,Race_eth_unknown,15270920,6174376,0,0,0
2021-02-18,Race_eth_unknown,14884285,5824923,0,0,0
2021-02-17,Race_eth_unknown,14579855,5553033,0,0,0
2021-02-16,Race_eth_unknown,14350534,5392812,0,0,0
2021-02-15,Race_eth_unknown,14090033,5214875,0,0,0
2021-02-14,Race_eth_unknown,13728901,4971759,0,0,0
2021-02-13,Race_eth_unknown,13347942,4688192,0,0,0
2021-02-12,Race_eth_unknown,12977796,4401971,0,0,0
2021-02-11,Race_eth_unknown,12647500,4134218,0,0,0
2021-02-10,Race_eth_unknown,12381296,3932217,0,0,0
2021-02-09,Race_eth_unknown,12097897,3728729,0,0,0
2021-02-08,Race_eth_unknown,11870062,3590581,0,0,0
2021-02-07,Race_eth_unknown,11659210,3473056,0,0,0
2021-02-06,Race_eth_unknown,11310082,3240598,0,0,0
2021-02-05,Race_eth_unknown,11023544,3008315,0,0,0
2021-02-04,Race_eth_unknown,10742178,2822053,0,0,0
2021-02-03,Race_eth_unknown,10432259,2601936,0,0,0
2021-02-02,Race_eth_unknown,10229478,2463620,0,0,0
2021-02-01,Race_eth_unknown,10072584,2397333,0,0,0
2021-01-31,Race_eth_unknown,9795341,2288074,0,0,0
2021-01-30,Race_eth_unknown,9398085,2125862,0,0,0
2021-01-29,Race_eth_unknown,8958088,1924052,0,0,0
2021-01-28,Race_eth_unknown,8524791,1705448,0,0,0
2021-01-27,Race_eth_unknown,8208039,1534619,0,0,0
2021-01-26,Race_eth_unknown,7949107,1406521,0,0,0
2021-01-25,Race_eth_unknown,7733808,1364046,0,0,0
2021-01-24,Race_eth_unknown,7495809,1315963,0,0,0
2021-01-23,Race_eth_unknown,7090858,1236377,0,0,0
2021-01-22,Race_eth_unknown,6627939,1114308,0,0,0
2021-01-21,Race_eth_unknown,6201143,972454,0,0,0
2021-01-20,Race_eth_unknown,5900821,880934,0,0,0
2021-01-19,Race_eth_unknown,5662063,829663,0,0,0
2021-01-18,Race_eth_unknown,5523268,811622,0,0,0
2021-01-17,Race_eth_unknown,5294082,786332,0,0,0
2021-01-16,Race_eth_unknown,4916450,734734,0,0,0
2021-01-15,Race_eth_unknown,4457411,655367,0,0,0
2021-01-14,Race_eth_unknown,4112222,551448,0,0,0
2021-01-13,Race_eth_unknown,3823903,442732,0,0,0
2021-01-12,Race_eth_unknown,3551576,344252,0,0,0
2021-01-11,Race_eth_unknown,3399639,311191,0,0,0
2021-01-10,Race_eth_unknown,3249454,262229,0,0,0
2021-01-09,Race_eth_unknown,2914796,156144,0,0,0
2021-01-08,Race_eth_unknown,2638235,81540,0,0,0
2021-01-07,Race_eth_unknown,2350300,38779,0,0,0
2021-01-06,Race_eth_unknown,2124070,16248,0,0,0
2021-01-05,Race_eth_unknown,1947503,7783,0,0,0
2021-01-04,Race_eth_unknown,1908671,7297,0,0,0
2021-01-03,Race_eth_unknown,1832463,6743,0,0,0
2021-01-02,Race_eth_unknown,1764335,6494,0,0,0
2021-01-01,Race_eth_unknown,1605931,6080,0,0,0
2020-12-31,Race_eth_unknown,1371190,5200,0,0,0
2020-12-30,Race_eth_unknown,1168181,4033,0,0,0
2020-12-29,Race_eth_unknown,1001428,2608,0,0,0
2020-12-28,Race_eth_unknown,941890,2161,0,0,0
2020-12-27,Race_eth_unknown,906007,2038,0,0,0
2020-12-26,Race_eth_unknown,862421,1889,0,0,0
2020-12-25,Race_eth_unknown,771046,1553,0,0,0
2020-12-24,Race_eth_unknown,568163,1047,0,0,0
2020-12-23,Race_eth_unknown,415546,741,0,0,0
2020-12-22,Race_eth_unknown,317043,574,0,0,0
2020-12-21,Race_eth_unknown,260862,435,0,0,0
2020-12-20,Race_eth_unknown,195123,326,0,0,0
2020-12-19,Race_eth_unknown,95718,205,0,0,0
2020-12-18,Race_eth_unknown,35104,59,0,0,0
2020-12-17,Race_eth_unknown,7148,3,0,0,0
2020-12-16,Race_eth_unknown,572,0,0,0,0
2021-05-17,Race_eth_NHWhite,55075490,48113856,29.7,25.9,185445418
2021-05-16,Race_eth_NHWhite,54851361,47832474,29.6,25.8,185445418
2021-05-15,Race_eth_NHWhite,54541634,47392324,29.4,25.6,185445418
2021-05-14,Race_eth_NHWhite,54227206,46847312,29.2,25.3,185445418
2021-05-13,Race_eth_NHWhite,54025470,46361595,29.1,25,185445418
2021-05-12,Race_eth_NHWhite,53812149,45829435,29,24.7,185445418
2021-05-11,Race_eth_NHWhite,53652532,45427035,28.9,24.5,185445418
2021-05-10,Race_eth_NHWhite,53410996,44980451,28.8,24.3,185445418
2021-05-09,Race_eth_NHWhite,53183088,44497906,28.7,24,185445418
2021-05-08,Race_eth_NHWhite,52920270,43876624,28.5,23.7,185445418
2021-05-07,Race_eth_NHWhite,52634575,43199020,28.4,23.3,185445418
2021-05-06,Race_eth_NHWhite,52294688,42465518,28.2,22.9,185445418
2021-05-05,Race_eth_NHWhite,52107479,41888727,28.1,22.6,185445418
2021-05-04,Race_eth_NHWhite,51910806,41460862,28,22.4,185445418
2021-05-03,Race_eth_NHWhite,51787693,41206256,27.9,22.2,185445418
2021-05-02,Race_eth_NHWhite,51668095,40968079,27.9,22.1,185445418
2021-05-01,Race_eth_NHWhite,51421274,40490809,27.7,21.8,185445418
2021-04-30,Race_eth_NHWhite,51022048,39782480,27.5,21.5,185445418
2021-04-29,Race_eth_NHWhite,50647232,39119240,27.3,21.1,185445418
2021-04-28,Race_eth_NHWhite,50297385,38504097,27.1,20.8,185445418
2021-04-27,Race_eth_NHWhite,50012524,38003106,27,20.5,185445418
2021-04-26,Race_eth_NHWhite,49779506,37687571,26.8,20.3,185445418
2021-04-25,Race_eth_NHWhite,49486908,37270753,26.7,20.1,185445418
2021-04-24,Race_eth_NHWhite,49093856,36627196,26.5,19.8,185445418
2021-04-23,Race_eth_NHWhite,48663235,35913435,26.2,19.4,185445418
2021-04-22,Race_eth_NHWhite,48192084,35145404,26,19,185445418
2021-04-21,Race_eth_NHWhite,47749374,34483268,25.7,18.6,185445418
2021-04-20,Race_eth_NHWhite,47381405,33957715,25.6,18.3,185445418
2021-04-19,Race_eth_NHWhite,47125957,33665047,25.4,18.2,185445418
2021-04-18,Race_eth_NHWhite,46797555,33234566,25.2,17.9,185445418
2021-04-17,Race_eth_NHWhite,46245777,32496165,24.9,17.5,185445418
2021-04-16,Race_eth_NHWhite,45661964,31736269,24.6,17.1,185445418
2021-04-15,Race_eth_NHWhite,45058754,31012373,24.3,16.7,185445418
2021-04-14,Race_eth_NHWhite,44451957,30316822,24,16.3,185445418
2021-04-13,Race_eth_NHWhite,43876264,29685327,23.7,16,185445418
2021-04-12,Race_eth_NHWhite,43355814,29182982,23.4,15.7,185445418
2021-04-11,Race_eth_NHWhite,42785542,28575204,23.1,15.4,185445418
2021-04-10,Race_eth_NHWhite,42093437,27833480,22.7,15,185445418
2021-04-09,Race_eth_NHWhite,41214846,26931908,22.2,14.5,185445418
2021-04-08,Race_eth_NHWhite,40392885,26166833,21.8,14.1,185445418
2021-04-07,Race_eth_NHWhite,39652535,25448654,21.4,13.7,185445418
2021-04-06,Race_eth_NHWhite,39071355,24889612,21.1,13.4,185445418
2021-04-05,Race_eth_NHWhite,37673606,23658060,20.3,12.8,185445418
2021-04-04,Race_eth_NHWhite,37667992,23646098,20.3,12.8,185445418
2021-04-03,Race_eth_NHWhite,37654616,23618906,20.3,12.7,185445418
2021-04-02,Race_eth_NHWhite,36789242,22870954,19.8,12.3,185445418
2021-04-01,Race_eth_NHWhite,35874822,22112308,19.3,11.9,185445418
2021-03-31,Race_eth_NHWhite,35129726,21520093,18.9,11.6,185445418
2021-03-30,Race_eth_NHWhite,34593617,21050110,18.7,11.4,185445418
2021-03-29,Race_eth_NHWhite,34271372,20743833,18.5,11.2,185445418
2021-03-28,Race_eth_NHWhite,33791620,20321452,18.2,11,185445418
2021-03-27,Race_eth_NHWhite,33121176,19705584,17.9,10.6,185445418
2021-03-26,Race_eth_NHWhite,32313918,19092077,17.4,10.3,185445418
2021-03-25,Race_eth_NHWhite,31508274,18582887,17,10,185445418
2021-03-24,Race_eth_NHWhite,30867239,18176919,16.6,9.8,185445418
2021-03-23,Race_eth_NHWhite,30267787,17838244,16.3,9.6,185445418
2021-03-22,Race_eth_NHWhite,29871612,17597100,16.1,9.5,185445418
2021-03-21,Race_eth_NHWhite,29378608,17287745,15.8,9.3,185445418
2021-03-20,Race_eth_NHWhite,28623640,16867548,15.4,9.1,185445418
2021-03-19,Race_eth_NHWhite,27860852,16422297,15,8.9,185445418
2021-03-18,Race_eth_NHWhite,27231745,16032392,14.7,8.6,185445418
2021-03-17,Race_eth_NHWhite,26583485,15623635,14.3,8.4,185445418
2021-03-16,Race_eth_NHWhite,26095990,15258358,14.1,8.2,185445418
2021-03-15,Race_eth_NHWhite,25800584,15030488,13.9,8.1,185445418
2021-03-14,Race_eth_NHWhite,25369665,14685988,13.7,7.9,185445418
2021-03-13,Race_eth_NHWhite,24697650,14225648,13.3,7.7,185445418
2021-03-12,Race_eth_NHWhite,23642438,13558001,12.7,7.3,185445418
2021-03-11,Race_eth_NHWhite,22917834,13043133,12.4,7,185445418
2021-03-10,Race_eth_NHWhite,22287010,12613597,12,6.8,185445418
2021-03-09,Race_eth_NHWhite,21780614,12263683,11.7,6.6,185445418
2021-03-08,Race_eth_NHWhite,21424872,12029437,11.6,6.5,185445418
2021-03-07,Race_eth_NHWhite,21015445,11747969,11.3,6.3,185445418
2021-03-06,Race_eth_NHWhite,20446317,11328822,11,6.1,185445418
2021-03-05,Race_eth_NHWhite,19763778,10875487,10.7,5.9,185445418
2021-03-04,Race_eth_NHWhite,19208875,10483539,10.4,5.7,185445418
2021-03-03,Race_eth_NHWhite,18741720,10122090,10.1,5.5,185445418
2021-03-02,Race_eth_NHWhite,18340193,9814321,9.9,5.3,185445418
2021-03-01,Race_eth_NHWhite,18088318,9650677,9.8,5.2,185445418
2021-02-28,Race_eth_NHWhite,17710431,9370211,9.6,5.1,185445418
2021-02-27,Race_eth_NHWhite,17196960,8907248,9.3,4.8,185445418
2021-02-26,Race_eth_NHWhite,16708283,8436557,9,4.5,185445418
2021-02-25,Race_eth_NHWhite,16292392,8022660,8.8,4.3,185445418
2021-02-24,Race_eth_NHWhite,15950983,7666912,8.6,4.1,185445418
2021-02-23,Race_eth_NHWhite,15667889,7374415,8.4,4,185445418
2021-02-22,Race_eth_NHWhite,15531225,7226894,8.4,3.9,185445418
2021-02-21,Race_eth_NHWhite,15331055,6983618,8.3,3.8,185445418
2021-02-20,Race_eth_NHWhite,15032053,6574396,8.1,3.5,185445418
2021-02-19,Race_eth_NHWhite,14719739,6227895,7.9,3.4,185445418
2021-02-18,Race_eth_NHWhite,14328989,5865113,7.7,3.2,185445418
2021-02-17,Race_eth_NHWhite,14035742,5567997,7.6,3,185445418
2021-02-16,Race_eth_NHWhite,13786428,5372774,7.4,2.9,185445418
2021-02-15,Race_eth_NHWhite,13607563,5245241,7.3,2.8,185445418
2021-02-14,Race_eth_NHWhite,13306535,5047476,7.2,2.7,185445418
2021-02-13,Race_eth_NHWhite,12792923,4607307,6.9,2.5,185445418
2021-02-12,Race_eth_NHWhite,12285967,4186748,6.6,2.3,185445418
2021-02-11,Race_eth_NHWhite,11835100,3825028,6.4,2.1,185445418
2021-02-10,Race_eth_NHWhite,11472802,3536488,6.2,1.9,185445418
2021-02-09,Race_eth_NHWhite,11135169,3293924,6,1.8,185445418
2021-02-08,Race_eth_NHWhite,10959636,3207329,5.9,1.7,185445418
2021-02-07,Race_eth_NHWhite,10675060,3075127,5.8,1.7,185445418
2021-02-06,Race_eth_NHWhite,10220520,2775664,5.5,1.5,185445418
2021-02-05,Race_eth_NHWhite,9706708,2465533,5.2,1.3,185445418
2021-02-04,Race_eth_NHWhite,9312863,2252753,5,1.2,185445418
2021-02-03,Race_eth_NHWhite,8974697,2071215,4.8,1.1,185445418
2021-02-02,Race_eth_NHWhite,8726178,1963921,4.7,1.1,185445418
2021-02-01,Race_eth_NHWhite,8578103,1924305,4.6,1,185445418
2021-01-31,Race_eth_NHWhite,8294595,1842950,4.5,1,185445418
