"","case_month","res_state","age_group","sex","race","ethnicity","n"
"62585","2021-04","NC","18 to 49 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",38
"62586","2021-04","NC","18 to 49 years","Female","American Indian/Alaska Native",NA,35
"62587","2021-04","NC","18 to 49 years","Female","Asian","Non-Hispanic/Latino",129
"62588","2021-04","NC","18 to 49 years","Female","Asian",NA,12
"62589","2021-04","NC","18 to 49 years","Female","Black","Hispanic/Latino",73
"62590","2021-04","NC","18 to 49 years","Female","Black","Non-Hispanic/Latino",3448
"62591","2021-04","NC","18 to 49 years","Female","Black","Unknown",298
"62592","2021-04","NC","18 to 49 years","Female","Black",NA,74
"62593","2021-04","NC","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",36
"62594","2021-04","NC","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",555
"62595","2021-04","NC","18 to 49 years","Female","Multiple/Other","Unknown",37
"62596","2021-04","NC","18 to 49 years","Female","Multiple/Other",NA,240
"62597","2021-04","NC","18 to 49 years","Female","Unknown","Hispanic/Latino",32
"62598","2021-04","NC","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",57
"62599","2021-04","NC","18 to 49 years","Female","Unknown","Unknown",1013
"62600","2021-04","NC","18 to 49 years","Female","Unknown",NA,70
"62601","2021-04","NC","18 to 49 years","Female","White","Hispanic/Latino",185
"62602","2021-04","NC","18 to 49 years","Female","White","Non-Hispanic/Latino",4788
"62603","2021-04","NC","18 to 49 years","Female","White","Unknown",417
"62604","2021-04","NC","18 to 49 years","Female","White",NA,98
"62605","2021-04","NC","18 to 49 years","Female",NA,NA,1865
"62606","2021-04","NC","18 to 49 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",49
"62607","2021-04","NC","18 to 49 years","Male","Asian","Non-Hispanic/Latino",129
"62608","2021-04","NC","18 to 49 years","Male","Asian","Unknown",26
"62609","2021-04","NC","18 to 49 years","Male","Asian",NA,11
"62610","2021-04","NC","18 to 49 years","Male","Black","Hispanic/Latino",26
"62611","2021-04","NC","18 to 49 years","Male","Black","Non-Hispanic/Latino",2317
"62612","2021-04","NC","18 to 49 years","Male","Black","Unknown",276
"62613","2021-04","NC","18 to 49 years","Male","Black",NA,40
"62614","2021-04","NC","18 to 49 years","Male","Multiple/Other","Hispanic/Latino",37
"62615","2021-04","NC","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",410
"62616","2021-04","NC","18 to 49 years","Male","Multiple/Other","Unknown",48
"62617","2021-04","NC","18 to 49 years","Male","Multiple/Other",NA,248
"62618","2021-04","NC","18 to 49 years","Male","Unknown","Hispanic/Latino",17
"62619","2021-04","NC","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",35
"62620","2021-04","NC","18 to 49 years","Male","Unknown","Unknown",1071
"62621","2021-04","NC","18 to 49 years","Male","Unknown",NA,22
"62622","2021-04","NC","18 to 49 years","Male","White","Hispanic/Latino",132
"62623","2021-04","NC","18 to 49 years","Male","White","Non-Hispanic/Latino",4412
"62624","2021-04","NC","18 to 49 years","Male","White","Unknown",445
"62625","2021-04","NC","18 to 49 years","Male","White",NA,93
"62626","2021-04","NC","18 to 49 years","Male",NA,NA,1736
"62627","2021-04","NC","18 to 49 years","Missing","Unknown","Unknown",17
"62628","2021-04","NC","18 to 49 years","Missing",NA,NA,22
"62629","2021-04","NC","18 to 49 years",NA,NA,NA,418
"62630","2021-04","NC","50 to 64 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",13
"62631","2021-04","NC","50 to 64 years","Female","Asian",NA,11
"62632","2021-04","NC","50 to 64 years","Female","Black","Hispanic/Latino",16
"62633","2021-04","NC","50 to 64 years","Female","Black","Non-Hispanic/Latino",457
"62634","2021-04","NC","50 to 64 years","Female","Black",NA,70
"62635","2021-04","NC","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",53
"62636","2021-04","NC","50 to 64 years","Female","Multiple/Other",NA,24
"62637","2021-04","NC","50 to 64 years","Female","Unknown","Unknown",189
"62638","2021-04","NC","50 to 64 years","Female","Unknown",NA,14
"62639","2021-04","NC","50 to 64 years","Female","White","Hispanic/Latino",15
"62640","2021-04","NC","50 to 64 years","Female","White","Non-Hispanic/Latino",1457
"62641","2021-04","NC","50 to 64 years","Female","White","Unknown",50
"62642","2021-04","NC","50 to 64 years","Female","White",NA,71
"62643","2021-04","NC","50 to 64 years","Female",NA,NA,910
"62644","2021-04","NC","50 to 64 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",15
"62645","2021-04","NC","50 to 64 years","Male","Black","Hispanic/Latino",16
"62646","2021-04","NC","50 to 64 years","Male","Black","Non-Hispanic/Latino",284
"62647","2021-04","NC","50 to 64 years","Male","Black","Unknown",14
"62648","2021-04","NC","50 to 64 years","Male","Black",NA,46
"62649","2021-04","NC","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",42
"62650","2021-04","NC","50 to 64 years","Male","Multiple/Other",NA,24
"62651","2021-04","NC","50 to 64 years","Male","Unknown","Unknown",169
"62652","2021-04","NC","50 to 64 years","Male","Unknown",NA,12
"62653","2021-04","NC","50 to 64 years","Male","White","Hispanic/Latino",12
"62654","2021-04","NC","50 to 64 years","Male","White","Non-Hispanic/Latino",1467
"62655","2021-04","NC","50 to 64 years","Male","White","Unknown",69
"62656","2021-04","NC","50 to 64 years","Male","White",NA,88
"62657","2021-04","NC","50 to 64 years","Male",NA,NA,846
"62658","2021-04","NC","50 to 64 years",NA,NA,NA,345
"62659","2021-04","NC","65+ years","Female","Black","Hispanic/Latino",16
"62660","2021-04","NC","65+ years","Female","Black","Non-Hispanic/Latino",102
"62661","2021-04","NC","65+ years","Female","Black",NA,26
"62662","2021-04","NC","65+ years","Female","Unknown","Unknown",22
"62663","2021-04","NC","65+ years","Female","White","Non-Hispanic/Latino",537
"62664","2021-04","NC","65+ years","Female","White",NA,61
"62665","2021-04","NC","65+ years","Female",NA,NA,445
"62666","2021-04","NC","65+ years","Male","Black","Non-Hispanic/Latino",31
"62667","2021-04","NC","65+ years","Male","Unknown",NA,12
"62668","2021-04","NC","65+ years","Male","White","Non-Hispanic/Latino",433
"62669","2021-04","NC","65+ years","Male","White",NA,45
"62670","2021-04","NC","65+ years","Male",NA,NA,313
"62671","2021-04","NC","65+ years",NA,NA,NA,292
"62672","2021-04","NC",NA,NA,NA,NA,1006
"62673","2021-04","NE","0 - 17 years","Female","Asian","Non-Hispanic/Latino",11
"62674","2021-04","NE","0 - 17 years","Female","Unknown","Hispanic/Latino",22
"62675","2021-04","NE","0 - 17 years","Female","Unknown","Non-Hispanic/Latino",29
"62676","2021-04","NE","0 - 17 years","Female","Unknown","Unknown",290
"62677","2021-04","NE","0 - 17 years","Female","Unknown",NA,37
"62678","2021-04","NE","0 - 17 years","Female","White","Hispanic/Latino",44
"62679","2021-04","NE","0 - 17 years","Female","White","Non-Hispanic/Latino",106
"62680","2021-04","NE","0 - 17 years","Female","White","Unknown",66
"62681","2021-04","NE","0 - 17 years","Female",NA,NA,80
"62682","2021-04","NE","0 - 17 years","Male","Asian","Non-Hispanic/Latino",12
"62683","2021-04","NE","0 - 17 years","Male","Black","Non-Hispanic/Latino",24
"62684","2021-04","NE","0 - 17 years","Male","Unknown","Hispanic/Latino",19
"62685","2021-04","NE","0 - 17 years","Male","Unknown","Non-Hispanic/Latino",34
"62686","2021-04","NE","0 - 17 years","Male","Unknown","Unknown",338
"62687","2021-04","NE","0 - 17 years","Male","Unknown",NA,11
"62688","2021-04","NE","0 - 17 years","Male","White","Hispanic/Latino",46
"62689","2021-04","NE","0 - 17 years","Male","White","Non-Hispanic/Latino",124
"62690","2021-04","NE","0 - 17 years","Male","White","Unknown",75
"62691","2021-04","NE","0 - 17 years","Male",NA,NA,75
"62692","2021-04","NE","0 - 17 years",NA,NA,NA,126
"62693","2021-04","NE","18 to 49 years","Female","American Indian/Alaska Native","Unknown",14
"62694","2021-04","NE","18 to 49 years","Female","Asian","Non-Hispanic/Latino",33
"62695","2021-04","NE","18 to 49 years","Female","Black","Non-Hispanic/Latino",41
"62696","2021-04","NE","18 to 49 years","Female","Multiple/Other","Unknown",15
"62697","2021-04","NE","18 to 49 years","Female","Unknown","Hispanic/Latino",62
"62698","2021-04","NE","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",62
"62699","2021-04","NE","18 to 49 years","Female","Unknown","Unknown",2723
"62700","2021-04","NE","18 to 49 years","Female","Unknown",NA,31
"62701","2021-04","NE","18 to 49 years","Female","White","Hispanic/Latino",102
"62702","2021-04","NE","18 to 49 years","Female","White","Non-Hispanic/Latino",480
"62703","2021-04","NE","18 to 49 years","Female","White","Unknown",319
"62704","2021-04","NE","18 to 49 years","Female","White",NA,66
"62705","2021-04","NE","18 to 49 years","Female",NA,NA,135
"62706","2021-04","NE","18 to 49 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",11
"62707","2021-04","NE","18 to 49 years","Male","Asian","Non-Hispanic/Latino",43
"62708","2021-04","NE","18 to 49 years","Male","Black","Non-Hispanic/Latino",43
"62709","2021-04","NE","18 to 49 years","Male","Black","Unknown",11
"62710","2021-04","NE","18 to 49 years","Male","Unknown","Hispanic/Latino",64
"62711","2021-04","NE","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",79
"62712","2021-04","NE","18 to 49 years","Male","Unknown","Unknown",2613
"62713","2021-04","NE","18 to 49 years","Male","White","Hispanic/Latino",139
"62714","2021-04","NE","18 to 49 years","Male","White","Non-Hispanic/Latino",530
"62715","2021-04","NE","18 to 49 years","Male","White","Unknown",269
"62716","2021-04","NE","18 to 49 years","Male","White",NA,43
"62717","2021-04","NE","18 to 49 years","Male",NA,NA,168
"62718","2021-04","NE","18 to 49 years","Unknown","Unknown","Unknown",24
"62719","2021-04","NE","18 to 49 years",NA,NA,NA,89
"62720","2021-04","NE","50 to 64 years","Female","Black","Non-Hispanic/Latino",11
"62721","2021-04","NE","50 to 64 years","Female","Unknown","Non-Hispanic/Latino",12
"62722","2021-04","NE","50 to 64 years","Female","Unknown","Unknown",895
"62723","2021-04","NE","50 to 64 years","Female","White","Hispanic/Latino",20
"62724","2021-04","NE","50 to 64 years","Female","White","Non-Hispanic/Latino",186
"62725","2021-04","NE","50 to 64 years","Female","White","Unknown",81
"62726","2021-04","NE","50 to 64 years","Female","White",NA,35
"62727","2021-04","NE","50 to 64 years","Female",NA,NA,112
"62728","2021-04","NE","50 to 64 years","Male","Asian",NA,11
"62729","2021-04","NE","50 to 64 years","Male","Black","Non-Hispanic/Latino",22
"62730","2021-04","NE","50 to 64 years","Male","Unknown","Non-Hispanic/Latino",11
"62731","2021-04","NE","50 to 64 years","Male","Unknown","Unknown",1015
"62732","2021-04","NE","50 to 64 years","Male","Unknown",NA,23
"62733","2021-04","NE","50 to 64 years","Male","White","Hispanic/Latino",29
"62734","2021-04","NE","50 to 64 years","Male","White","Non-Hispanic/Latino",217
"62735","2021-04","NE","50 to 64 years","Male","White","Unknown",87
"62736","2021-04","NE","50 to 64 years","Male","White",NA,12
"62737","2021-04","NE","50 to 64 years","Male",NA,NA,134
"62738","2021-04","NE","50 to 64 years","Unknown","Unknown","Unknown",13
"62739","2021-04","NE","50 to 64 years",NA,NA,NA,111
"62740","2021-04","NE","65+ years","Female","Black","Non-Hispanic/Latino",18
"62741","2021-04","NE","65+ years","Female","Unknown","Unknown",633
"62742","2021-04","NE","65+ years","Female","Unknown",NA,23
"62743","2021-04","NE","65+ years","Female","White","Non-Hispanic/Latino",242
"62744","2021-04","NE","65+ years","Female","White","Unknown",79
"62745","2021-04","NE","65+ years","Female","White",NA,13
"62746","2021-04","NE","65+ years","Female",NA,NA,99
"62747","2021-04","NE","65+ years","Male","Black","Non-Hispanic/Latino",11
"62748","2021-04","NE","65+ years","Male","Unknown","Non-Hispanic/Latino",12
"62749","2021-04","NE","65+ years","Male","Unknown","Unknown",565
"62750","2021-04","NE","65+ years","Male","White","Hispanic/Latino",12
"62751","2021-04","NE","65+ years","Male","White","Non-Hispanic/Latino",216
"62752","2021-04","NE","65+ years","Male","White","Unknown",103
"62753","2021-04","NE","65+ years","Male","White",NA,22
"62754","2021-04","NE","65+ years","Male",NA,NA,93
"62755","2021-04","NE","65+ years",NA,NA,NA,107
"62756","2021-04","NE",NA,NA,NA,NA,260
"62757","2021-04","NH","18 to 49 years","Male",NA,NA,13
"62758","2021-04","NH","50 to 64 years",NA,NA,NA,11
"62759","2021-04","NH",NA,NA,NA,NA,21
"62760","2021-04","NJ","0 - 17 years","Female","Asian","Missing",26
"62761","2021-04","NJ","0 - 17 years","Female","Asian","Non-Hispanic/Latino",123
"62762","2021-04","NJ","0 - 17 years","Female","Asian",NA,60
"62763","2021-04","NJ","0 - 17 years","Female","Black","Hispanic/Latino",30
"62764","2021-04","NJ","0 - 17 years","Female","Black","Missing",73
"62765","2021-04","NJ","0 - 17 years","Female","Black","Non-Hispanic/Latino",725
"62766","2021-04","NJ","0 - 17 years","Female","Black",NA,76
"62767","2021-04","NJ","0 - 17 years","Female","Multiple/Other","Hispanic/Latino",14
"62768","2021-04","NJ","0 - 17 years","Female","Multiple/Other","Missing",37
"62769","2021-04","NJ","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",241
"62770","2021-04","NJ","0 - 17 years","Female","Multiple/Other",NA,58
"62771","2021-04","NJ","0 - 17 years","Female","Unknown","Hispanic/Latino",92
"62772","2021-04","NJ","0 - 17 years","Female","Unknown","Missing",1262
"62773","2021-04","NJ","0 - 17 years","Female","Unknown","Non-Hispanic/Latino",14
"62774","2021-04","NJ","0 - 17 years","Female","Unknown","Unknown",50
"62775","2021-04","NJ","0 - 17 years","Female","Unknown",NA,131
"62776","2021-04","NJ","0 - 17 years","Female","White","Hispanic/Latino",549
"62777","2021-04","NJ","0 - 17 years","Female","White","Missing",498
"62778","2021-04","NJ","0 - 17 years","Female","White","Non-Hispanic/Latino",2002
"62779","2021-04","NJ","0 - 17 years","Female","White","Unknown",13
"62780","2021-04","NJ","0 - 17 years","Female","White",NA,44
"62781","2021-04","NJ","0 - 17 years","Female",NA,NA,2100
"62782","2021-04","NJ","0 - 17 years","Male","Asian","Missing",24
"62783","2021-04","NJ","0 - 17 years","Male","Asian","Non-Hispanic/Latino",178
"62784","2021-04","NJ","0 - 17 years","Male","Asian",NA,36
"62785","2021-04","NJ","0 - 17 years","Male","Black","Hispanic/Latino",28
"62786","2021-04","NJ","0 - 17 years","Male","Black","Missing",103
"62787","2021-04","NJ","0 - 17 years","Male","Black","Non-Hispanic/Latino",652
"62788","2021-04","NJ","0 - 17 years","Male","Black",NA,82
"62789","2021-04","NJ","0 - 17 years","Male","Multiple/Other","Missing",40
"62790","2021-04","NJ","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",320
"62791","2021-04","NJ","0 - 17 years","Male","Multiple/Other",NA,37
"62792","2021-04","NJ","0 - 17 years","Male","Unknown","Hispanic/Latino",77
"62793","2021-04","NJ","0 - 17 years","Male","Unknown","Missing",1262
"62794","2021-04","NJ","0 - 17 years","Male","Unknown","Non-Hispanic/Latino",23
"62795","2021-04","NJ","0 - 17 years","Male","Unknown","Unknown",41
"62796","2021-04","NJ","0 - 17 years","Male","Unknown",NA,132
"62797","2021-04","NJ","0 - 17 years","Male","White","Hispanic/Latino",526
"62798","2021-04","NJ","0 - 17 years","Male","White","Missing",506
"62799","2021-04","NJ","0 - 17 years","Male","White","Non-Hispanic/Latino",2080
"62800","2021-04","NJ","0 - 17 years","Male","White","Unknown",21
"62801","2021-04","NJ","0 - 17 years","Male",NA,NA,2249
"62802","2021-04","NJ","0 - 17 years","Unknown","Unknown","Missing",12
"62803","2021-04","NJ","0 - 17 years","Unknown",NA,NA,14
"62804","2021-04","NJ","0 - 17 years",NA,NA,NA,52
"62805","2021-04","NJ","18 to 49 years","Female","Asian","Hispanic/Latino",23
"62806","2021-04","NJ","18 to 49 years","Female","Asian","Missing",134
"62807","2021-04","NJ","18 to 49 years","Female","Asian","Non-Hispanic/Latino",821
"62808","2021-04","NJ","18 to 49 years","Female","Asian",NA,25
"62809","2021-04","NJ","18 to 49 years","Female","Black","Hispanic/Latino",273
"62810","2021-04","NJ","18 to 49 years","Female","Black","Missing",263
"62811","2021-04","NJ","18 to 49 years","Female","Black","Non-Hispanic/Latino",2997
"62812","2021-04","NJ","18 to 49 years","Female","Black",NA,72
"62813","2021-04","NJ","18 to 49 years","Female","Missing","Hispanic/Latino",157
"62814","2021-04","NJ","18 to 49 years","Female","Missing",NA,12
"62815","2021-04","NJ","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",55
"62816","2021-04","NJ","18 to 49 years","Female","Multiple/Other","Missing",149
"62817","2021-04","NJ","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",821
"62818","2021-04","NJ","18 to 49 years","Female","Multiple/Other","Unknown",18
"62819","2021-04","NJ","18 to 49 years","Female","Multiple/Other",NA,37
"62820","2021-04","NJ","18 to 49 years","Female","Unknown","Hispanic/Latino",358
"62821","2021-04","NJ","18 to 49 years","Female","Unknown","Missing",2478
"62822","2021-04","NJ","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",112
"62823","2021-04","NJ","18 to 49 years","Female","Unknown","Unknown",204
"62824","2021-04","NJ","18 to 49 years","Female","Unknown",NA,48
"62825","2021-04","NJ","18 to 49 years","Female","White","Hispanic/Latino",1709
"62826","2021-04","NJ","18 to 49 years","Female","White","Missing",927
"62827","2021-04","NJ","18 to 49 years","Female","White","Non-Hispanic/Latino",6124
"62828","2021-04","NJ","18 to 49 years","Female","White","Unknown",53
"62829","2021-04","NJ","18 to 49 years","Female",NA,NA,4863
"62830","2021-04","NJ","18 to 49 years","Male","Asian","Hispanic/Latino",25
"62831","2021-04","NJ","18 to 49 years","Male","Asian","Missing",181
"62832","2021-04","NJ","18 to 49 years","Male","Asian","Non-Hispanic/Latino",899
"62833","2021-04","NJ","18 to 49 years","Male","Asian",NA,11
"62834","2021-04","NJ","18 to 49 years","Male","Black","Hispanic/Latino",197
"62835","2021-04","NJ","18 to 49 years","Male","Black","Missing",260
"62836","2021-04","NJ","18 to 49 years","Male","Black","Non-Hispanic/Latino",1968
"62837","2021-04","NJ","18 to 49 years","Male","Black",NA,41
"62838","2021-04","NJ","18 to 49 years","Male","Missing","Hispanic/Latino",165
"62839","2021-04","NJ","18 to 49 years","Male","Missing","Non-Hispanic/Latino",11
"62840","2021-04","NJ","18 to 49 years","Male","Multiple/Other","Hispanic/Latino",86
"62841","2021-04","NJ","18 to 49 years","Male","Multiple/Other","Missing",62
"62842","2021-04","NJ","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",746
"62843","2021-04","NJ","18 to 49 years","Male","Multiple/Other",NA,14
"62844","2021-04","NJ","18 to 49 years","Male","Unknown","Hispanic/Latino",374
"62845","2021-04","NJ","18 to 49 years","Male","Unknown","Missing",2505
"62846","2021-04","NJ","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",117
"62847","2021-04","NJ","18 to 49 years","Male","Unknown","Unknown",234
"62848","2021-04","NJ","18 to 49 years","Male","Unknown",NA,48
"62849","2021-04","NJ","18 to 49 years","Male","White","Hispanic/Latino",1332
"62850","2021-04","NJ","18 to 49 years","Male","White","Missing",911
"62851","2021-04","NJ","18 to 49 years","Male","White","Non-Hispanic/Latino",5474
"62852","2021-04","NJ","18 to 49 years","Male","White","Unknown",44
"62853","2021-04","NJ","18 to 49 years","Male","White",NA,18
"62854","2021-04","NJ","18 to 49 years","Male",NA,NA,4797
"62855","2021-04","NJ","18 to 49 years","Unknown","Unknown","Missing",13
"62856","2021-04","NJ","18 to 49 years","Unknown",NA,NA,18
"62857","2021-04","NJ","18 to 49 years",NA,NA,NA,62
"62858","2021-04","NJ","50 to 64 years","Female","Asian","Missing",14
"62859","2021-04","NJ","50 to 64 years","Female","Asian","Non-Hispanic/Latino",142
"62860","2021-04","NJ","50 to 64 years","Female","Asian",NA,66
"62861","2021-04","NJ","50 to 64 years","Female","Black","Hispanic/Latino",12
"62862","2021-04","NJ","50 to 64 years","Female","Black","Missing",47
"62863","2021-04","NJ","50 to 64 years","Female","Black","Non-Hispanic/Latino",798
"62864","2021-04","NJ","50 to 64 years","Female","Black",NA,25
"62865","2021-04","NJ","50 to 64 years","Female","Missing","Hispanic/Latino",12
"62866","2021-04","NJ","50 to 64 years","Female","Multiple/Other","Missing",27
"62867","2021-04","NJ","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",213
"62868","2021-04","NJ","50 to 64 years","Female","Multiple/Other",NA,50
"62869","2021-04","NJ","50 to 64 years","Female","Unknown","Hispanic/Latino",83
"62870","2021-04","NJ","50 to 64 years","Female","Unknown","Missing",885
"62871","2021-04","NJ","50 to 64 years","Female","Unknown","Non-Hispanic/Latino",15
"62872","2021-04","NJ","50 to 64 years","Female","Unknown","Unknown",21
"62873","2021-04","NJ","50 to 64 years","Female","Unknown",NA,67
"62874","2021-04","NJ","50 to 64 years","Female","White","Hispanic/Latino",442
"62875","2021-04","NJ","50 to 64 years","Female","White","Missing",404
"62876","2021-04","NJ","50 to 64 years","Female","White","Non-Hispanic/Latino",2526
"62877","2021-04","NJ","50 to 64 years","Female","White","Unknown",17
"62878","2021-04","NJ","50 to 64 years","Female","White",NA,37
"62879","2021-04","NJ","50 to 64 years","Female",NA,NA,1845
"62880","2021-04","NJ","50 to 64 years","Male","Asian","Missing",29
"62881","2021-04","NJ","50 to 64 years","Male","Asian","Non-Hispanic/Latino",162
"62882","2021-04","NJ","50 to 64 years","Male","Asian",NA,70
"62883","2021-04","NJ","50 to 64 years","Male","Black","Missing",48
"62884","2021-04","NJ","50 to 64 years","Male","Black","Non-Hispanic/Latino",642
"62885","2021-04","NJ","50 to 64 years","Male","Black",NA,42
"62886","2021-04","NJ","50 to 64 years","Male","Multiple/Other","Missing",16
"62887","2021-04","NJ","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",241
"62888","2021-04","NJ","50 to 64 years","Male","Multiple/Other",NA,29
"62889","2021-04","NJ","50 to 64 years","Male","Unknown","Hispanic/Latino",61
"62890","2021-04","NJ","50 to 64 years","Male","Unknown","Missing",843
"62891","2021-04","NJ","50 to 64 years","Male","Unknown","Non-Hispanic/Latino",13
"62892","2021-04","NJ","50 to 64 years","Male","Unknown","Unknown",23
"62893","2021-04","NJ","50 to 64 years","Male","Unknown",NA,41
"62894","2021-04","NJ","50 to 64 years","Male","White","Hispanic/Latino",293
"62895","2021-04","NJ","50 to 64 years","Male","White","Missing",363
"62896","2021-04","NJ","50 to 64 years","Male","White","Non-Hispanic/Latino",2526
"62897","2021-04","NJ","50 to 64 years","Male","White","Unknown",18
"62898","2021-04","NJ","50 to 64 years","Male","White",NA,22
"62899","2021-04","NJ","50 to 64 years","Male",NA,NA,1874
"62900","2021-04","NJ","50 to 64 years",NA,NA,NA,27
"62901","2021-04","NJ","65+ years","Female","Asian","Non-Hispanic/Latino",37
"62902","2021-04","NJ","65+ years","Female","Asian",NA,15
"62903","2021-04","NJ","65+ years","Female","Black","Non-Hispanic/Latino",451
"62904","2021-04","NJ","65+ years","Female","Black",NA,13
"62905","2021-04","NJ","65+ years","Female","Multiple/Other","Missing",12
"62906","2021-04","NJ","65+ years","Female","Multiple/Other","Non-Hispanic/Latino",85
"62907","2021-04","NJ","65+ years","Female","Multiple/Other",NA,13
"62908","2021-04","NJ","65+ years","Female","Unknown","Missing",324
"62909","2021-04","NJ","65+ years","Female","Unknown","Unknown",11
"62910","2021-04","NJ","65+ years","Female","Unknown",NA,67
"62911","2021-04","NJ","65+ years","Female","White","Hispanic/Latino",138
"62912","2021-04","NJ","65+ years","Female","White","Missing",98
"62913","2021-04","NJ","65+ years","Female","White","Non-Hispanic/Latino",1433
"62914","2021-04","NJ","65+ years","Female","White",NA,64
"62915","2021-04","NJ","65+ years","Female",NA,NA,944
"62916","2021-04","NJ","65+ years","Male","Asian","Non-Hispanic/Latino",27
"62917","2021-04","NJ","65+ years","Male","Asian",NA,26
"62918","2021-04","NJ","65+ years","Male","Black","Non-Hispanic/Latino",239
"62919","2021-04","NJ","65+ years","Male","Black",NA,24
"62920","2021-04","NJ","65+ years","Male","Multiple/Other","Non-Hispanic/Latino",48
"62921","2021-04","NJ","65+ years","Male","Unknown","Missing",221
"62922","2021-04","NJ","65+ years","Male","Unknown",NA,47
"62923","2021-04","NJ","65+ years","Male","White","Hispanic/Latino",92
"62924","2021-04","NJ","65+ years","Male","White","Missing",29
"62925","2021-04","NJ","65+ years","Male","White","Non-Hispanic/Latino",1207
"62926","2021-04","NJ","65+ years","Male","White",NA,90
"62927","2021-04","NJ","65+ years","Male",NA,NA,886
"62928","2021-04","NJ","65+ years",NA,NA,NA,39
"62929","2021-04","NJ","Missing","Female","Multiple/Other",NA,11
"62930","2021-04","NJ","Missing","Female","Unknown","Missing",128
"62931","2021-04","NJ","Missing","Female","Unknown",NA,51
"62932","2021-04","NJ","Missing","Female","White","Non-Hispanic/Latino",23
"62933","2021-04","NJ","Missing","Female","White",NA,49
"62934","2021-04","NJ","Missing","Female",NA,NA,220
"62935","2021-04","NJ","Missing","Male","Unknown","Missing",88
"62936","2021-04","NJ","Missing","Male","Unknown",NA,11
"62937","2021-04","NJ","Missing","Male","White","Non-Hispanic/Latino",21
"62938","2021-04","NJ","Missing","Male","White",NA,15
"62939","2021-04","NJ","Missing","Male",NA,NA,237
"62940","2021-04","NJ","Missing",NA,NA,NA,31
"62941","2021-04","NJ",NA,NA,NA,NA,297
"62942","2021-04","NM","0 - 17 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",115
"62943","2021-04","NM","0 - 17 years","Female","American Indian/Alaska Native","Unknown",195
"62944","2021-04","NM","0 - 17 years","Female","Multiple/Other","Unknown",40
"62945","2021-04","NM","0 - 17 years","Female","Unknown","Hispanic/Latino",144
"62946","2021-04","NM","0 - 17 years","Female","Unknown","Unknown",1035
"62947","2021-04","NM","0 - 17 years","Female","Unknown",NA,14
"62948","2021-04","NM","0 - 17 years","Female","White","Hispanic/Latino",342
"62949","2021-04","NM","0 - 17 years","Female","White","Non-Hispanic/Latino",15
"62950","2021-04","NM","0 - 17 years","Female","White","Unknown",30
"62951","2021-04","NM","0 - 17 years","Female","White",NA,40
"62952","2021-04","NM","0 - 17 years","Female",NA,NA,166
"62953","2021-04","NM","0 - 17 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",101
"62954","2021-04","NM","0 - 17 years","Male","American Indian/Alaska Native","Unknown",199
"62955","2021-04","NM","0 - 17 years","Male","American Indian/Alaska Native",NA,12
"62956","2021-04","NM","0 - 17 years","Male","Multiple/Other","Unknown",33
"62957","2021-04","NM","0 - 17 years","Male","Multiple/Other",NA,14
"62958","2021-04","NM","0 - 17 years","Male","Unknown","Hispanic/Latino",125
"62959","2021-04","NM","0 - 17 years","Male","Unknown","Unknown",1038
"62960","2021-04","NM","0 - 17 years","Male","White","Hispanic/Latino",314
"62961","2021-04","NM","0 - 17 years","Male","White","Non-Hispanic/Latino",16
"62962","2021-04","NM","0 - 17 years","Male","White","Unknown",29
"62963","2021-04","NM","0 - 17 years","Male","White",NA,54
"62964","2021-04","NM","0 - 17 years","Male",NA,NA,120
"62965","2021-04","NM","0 - 17 years","Unknown","Unknown","Unknown",11
"62966","2021-04","NM","0 - 17 years",NA,NA,NA,81
"62967","2021-04","NM","18 to 49 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",500
"62968","2021-04","NM","18 to 49 years","Female","American Indian/Alaska Native","Unknown",617
"62969","2021-04","NM","18 to 49 years","Female","American Indian/Alaska Native",NA,15
"62970","2021-04","NM","18 to 49 years","Female","Asian","Non-Hispanic/Latino",13
